id,string1,string2,distance,similarity,substring
798095-B21#0D1,HPE SYNERGY 12000F 2650W AC TI PS FA,HPE SYNERGY 12000F 2650W AC TI PS HP SYN,6,0.85,34
798095-B21#0D1,HPE SYNERGY 12000F 2650W AC TI PS FA,SYNERGY 12000F 2650W AC TI PS,7,0.805555555555556,29
D:PF-VSAN-SOL-ID,Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID,FUJITSU VMW VSAN 6.2 ADV for 1 CPU,33,0.175,6
D:PF-VSAN-SOL-ID,Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID,PRIMEFLEX FOR VMWARE,20,0.5,20
D:PF-VSAN-SOL-ID,Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID,PRIMEFLEX FOR VMWARE VSAN SOL ID - D:PF-VSAN-SOL-ID,27,0.470588235294118,32
PR6142GD16C26AF,VXRAIL-500 INTEL CPU 6142 16C 2.6 GHZ AF,VXRAIL-500 INTEL CPU 6142 16C 2,9,0.775,31
PR6142GD16C26AF,VXRAIL-500 INTEL CPU 6142 16C 2.6 GHZ AF,VXRAIL 500 Flash Drive Array,28,0.3,6
PR6142GD16C26AF-2,VXRAIL-500INTELCPU 6142 16C 2.6 GHZ2NDAF,VXRAIL-500INTELCPU 6142 16C 2.6,9,0.775,31
PR6150GD18C27AF,VXRAIL-500 INTEL CPU 6150 18C 2.7 GHZ AF,VXRAIL 500 Xeon/Gold 6150/2.7GHz Flash Drive Array,31,0.38,6
Q9J70A,HPE OMNISTACK 8-14C 2P MEDIUM SW/PROMO,HPE OmniStack 8-14c 2P Medium SW/Promo,17,0.552631578947368,5
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",BATTERY PACK W. CACHE,30,0.142857142857143,2
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HP - bloc de batterie de secou,30,0.142857142857143,3
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HP 650 mAh P-Series Battery Backup (S),34,0.105263157894737,4
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HP Battery Backed Write Cache BBWC,29,0.171428571428571,4
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HP BATTERY PACK 256MB PROLIANT,28,0.2,3
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",Hp Battery Pack W. cache,28,0.2,4
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HP Storage Controller Battery - 650 mAh,33,0.153846153846154,4
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",HPE 650mAH Batterie fuer BBWC Modul (S),31,0.205128205128205,4
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT",NIMH battery,31,0.114285714285714,2
462976-001,"HP SRV Batarya CHARGER,MOD,4/V700HT","SPS-BD,BATTERY CHARGER,MOD,4/V",17,0.514285714285714,16
C8R42A,Swi HP SN6500B C8R42A,HP SN6500B 96/96 POWERPACK+ FC SWITC,28,0.222222222222222,11
C8R42A,Swi HP SN6500B C8R42A,SN6500B 96/96 PWRPACK+ FCITCH,25,0.137931034482759,8
Q9J68A,HPE OmniStack 8-14c 2P Small SW/Promo(P),HPE OMNISTACK 8-14C 2P SMALL SW/PROMO,19,0.525,5
Q9J68A,HPE OmniStack 8-14c 2P Small SW/Promo(P),HPE OmniStack 8-14c 2P Small SW/Promo,3,0.925,37
Q8D03A,NS CS500/700 7.68TB CACHE FLD UPGR,HPE NS CS500/700 7.68TB Cache Fld,15,0.558823529411765,21
7119677,Oracle Database Appliance X7-2-HA storage enclosure base populated with five 3.2 TB SSDs and four 800 GB SSDs,BTO Exadata X7-2 NIC,99,0.0917431192660551,5
867156-B21,=>>>HPE APOLLO R2200 12LFF GEN10 CT,APOLLO R2200 12LFF GEN10 CHAS,11,0.685714285714286,26
867156-B21,=>>>HPE APOLLO R2200 12LFF GEN10 CT,HPE Apollo r2200 Gen10 12 LFF Configure-,27,0.325,5
874309-B21,=>>>HPE APOLLO 2000 GEN10 SERVER,APOLLO2000 GEN10 SVR NODE BLK,18,0.4375,12
874309-B21,=>>>HPE APOLLO 2000 GEN10 SERVER,HPE Apollo 2000 Gen10 Server Node Blank,27,0.307692307692308,7
874309-B21,=>>>HPE APOLLO 2000 GEN10 SERVER,HPE HPE Apollo2000 Gen10 Svr Node Blank,25,0.358974358974359,6
AT138B,=>>>HPE RX2800 I6 ITANIUM 9750 4C P,RX2800 I6 ITANIUM 9750 4C PR-TC,12,0.657142857142857,27
PR6134GD8C32AF,VXRAIL-500 INTEL CPU 6134 8C 3.2 GHZ AF,VXRAIL 500 Flash Drive Array,27,0.307692307692308,6
Q9J70A,=>>>HPE OMNISTACK 8_14C 2P MEDIU SW,HPE OmniStack 8-14c 2P Medium SW/Promo,24,0.368421052631579,5
Q9J70A,OMNISTACK 8-14C 2P MEDIUM-STOCK,HPE OmniStack 8-14c 2P Medium SW/Promo,25,0.342105263157895,5
PR6142GD16C26AF,VxRail-500 Intel CPU 6142 16C 2.6 GHz AF,VXRAIL-500 INTEL CPU 6142 16C 2,17,0.575,15
PR6142GD16C26AF,VxRail-500 Intel CPU 6142 16C 2.6 GHz AF,VXRAIL 500 Flash Drive Array,31,0.225,4
PR6142GD16C26AF-2,VxRail-500IntelCPU 6142 16C 2.6 GHz2ndAF,VXRAIL-500INTELCPU 6142 16C 2.6,17,0.575,16
Q9J67A,HPE OMNISTACK 8-14C 1P SMALL SW/PROMO,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,11,0.702702702702703,15
859364-B21,HPE APOLLO PLATFORM MANAGER,HPE Apollo Platform Manager,18,0.333333333333333,5
Q8A66A,HPE OmniStack 16-22c 2P Extra Small SW,HPE OMNISTACK 16-22C 2P EXTRA SMALL SW,16,0.578947368421053,6
867158R-B21#B19,HPE APOLLO R2600 24SF-PREM REMANUFACTURE,R/HPE Apollo r2600 24SF-Prem Remanufactu,23,0.425,11
Q9J75A,=>>>HPE OMNISTACK 16-22C 1PSMALL PR,OmniStack 16-22c 1P Small SW/Promo,28,0.2,6
Q9J68A,zHPE OmniStack 8-14c 2P Small SW/Promo,HPE OMNISTACK 8-14C 2P SMALL SW/PROMO,17,0.552631578947368,5
Q9J68A,zHPE OmniStack 8-14c 2P Small SW/Promo,HPE OmniStack 8-14c 2P Small SW/Promo,1,0.973684210526316,37
7119677,ORACLE DATABASE APPLIANCE X7-2-HA STORAG,BTO Exadata X7-2 NIC,32,0.2,5
798096R-B21,HPE SYNERGY 12000F 6X 2650W AC REMANUFAC,HPE SYNERGY 12000F 6X 2650W AC,10,0.75,30
798096R-B21,HPE SYNERGY 12000F 6X 2650W AC REMANUFAC,HPE Synergy 12000F 6x 2650W AC Reman (P),15,0.625,11
798096R-B21,HPE SYNERGY 12000F 6X 2650W AC REMANUFAC,HPE SYNERGY 12000F 6X 2650W AC REMAN PS,4,0.9,36
798096R-B21,HPE SYNERGY 12000F 6X 2650W AC REMANUFAC,HPE Synergy 12000F 6x 2650W AC Reman PS,15,0.625,11
798096R-B21,HPE SYNERGY 12000F 6X 2650W AC REMANUFAC,SYNERGY 12000F 6X 2650W AC PS,13,0.675,27
B72650,Oracle Standard Software Installation & Configuration for Systems Service: Oracle ZFS Backup Appliance,ORACLE STANDART SW ISTALLATION AND CONFIGURATION,90,0.117647058823529,2
PR5118GD12C23AF-2,VXRAIL-500INTELCPU 5118 12C 2.3 GHZ2NDAF,VXRAIL-500INTELCPU 5118 12C 2.3,9,0.775,31
Q9J67A,HPE OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,23,0.378378378378378,5
Q9J67A,HPE OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,23,0.378378378378378,5
Q9J68A,=>>>HPE OMNISTACK 8_14C 2P SMALL SW,HPE OMNISTACK 8-14C 2P SMALL SW/PROMO,11,0.702702702702703,15
Q9J68A,=>>>HPE OMNISTACK 8_14C 2P SMALL SW,HPE OmniStack 8-14c 2P Small SW/Promo,23,0.378378378378378,5
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE A4500 P0 1X8 1X16 P1 2X16 FIO IO MOD,30,0.25,5
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE A4500 P0 1x8 1x16 P1 2x16 FIO IO Mod,30,0.25,5
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE APOLLO 4500 GEN10 2X/2X FIO I/O,23,0.425,7
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE APOLLO 4500 GEN10 2X/2X FIO I/O MOD,24,0.4,7
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE Apollo 4500 Gen10 2x/2x FIO I/O Mod,17,0.575,22
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FIO I_O Modu,10,0.8,40
882020-B21,HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI,zHPE Apollo 4500 Gen10 2x/2x FIO I/O Mod,18,0.55,22
J9582A,HP Networking 3800 Lüfter-Tray,Plateau thermoventilateur du d,27,0.1,2
511778-001,HPE AC Netzteil 750W hot-plug,ALIMENTATION SERVEUR 750WATT HOT PLUG POUR PROLIANT,42,0.176470588235294,5
511778-001,HPE AC Netzteil 750W hot-plug,HP 750Watt hotswap powersupply,24,0.2,5
511778-001,HPE AC Netzteil 750W hot-plug,HPE - alimentation - brancheme,24,0.2,4
P0K45CA,HP HPE S AS SDPL7505X/SANtoSDPL7600 Upg Svr SAP REG,ArcSight Security Data Platform L7505X Upgr,43,0.156862745098039,6
PR6138GD20C20AF,VxRail-500 Intel CPU 6138 20C 2.0 GHz AF,VXRAIL 500 Xeon/Gold 6138/2GHz Flash Drive Array,32,0.333333333333333,5
Q9J67A,OMNISTACK 8-14C 1P SMALL SW/PRO,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,13,0.628571428571429,15
868858-B21,HPE APOLLO SERVER TRAY IO MOD OPT KI,=>>>HPE APOLLO SERVER TRAY I_O MODU,12,0.666666666666667,24
870868-B21,HPE APOLLO 6000 SERVER TRAY BLANK KI,HPE APOLLO 6000 SERVER TRAY BLANK K,1,0.972222222222222,35
511778-001,HP HPE 750W ALIM HPE ML110 G9,ALIMENTATION SERVEUR 750WATT HOT PLUG POUR PROLIANT,40,0.215686274509804,5
511778-001,HP HPE 750W ALIM HPE ML110 G9,HP 750Watt hotswap powersupply,26,0.133333333333333,5
511778-001,HP HPE 750W ALIM HPE ML110 G9,HPE - alimentation - brancheme,27,0.1,4
AT065A,HP SUPERDOME 2 TICAP ( 8S AND 16S SV,HPE Superdome 2 TiCAP 8s and 16s Svr,19,0.472222222222222,4
Q9J80A,HPE OMNISTACK 16-22C 2P LARGE SW/PROMO,OmniStack 16-22c 2P Large SW/Promo,20,0.473684210526316,6
Q9J72A,HPE OMNISTACK 8-14C 2P LARGE SW/PROMO,HPE OmniStack 8-14c 2P Large SW/Promo,16,0.567567567567568,5
Q9J72A,HPE OMNISTACK 8-14C 2P LARGE SW/PROMO,OmniStack 8-14c 2P Large SW/Promo,20,0.459459459459459,5
Q9J70A,HPE OMNISTACK 8-14C 2P MEDIUM SW/PROMO,HPE OmniStack 8-14c 2P Medium SW/Promo,17,0.552631578947368,5
Q9J67A,HPE OMNISTACK 8-14C 1P SMALL SW/PROMO,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,11,0.702702702702703,15
Q9J67A,OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,27,0.228571428571429,5
PR4110SV8C21,VxRail-500 Intel CPU 4110 8C 2.1 GHz H,VXRAIL-500 INTEL CPU 4110 8C 2,16,0.578947368421053,14
PR4110SV8C21-2,VxRail-500 Intel CPU 4110 8C 2.1GHz2ndH,VXRAIL-500 INTEL CPU 4110 8C 2,17,0.564102564102564,14
Q9J67A,OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,27,0.228571428571429,5
PR6134GD8C32AF,VxRail-500 Intel CPU 6134 8C 3.2 GHz AF,VXRAIL 500 Flash Drive Array,30,0.230769230769231,4
Q9J67A,HPE OmniStack 8-14c 1P Small SW_Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,23,0.378378378378378,5
PR6140GD18C23,VxRail-500 Intel CPU 6140 18C 2.3 GHz H,VXRAIL 500 Xeon18C/Gold 6140/2.3GHz Flash Drive Array,38,0.283018867924528,5
PR4110SV8C21,VXRAIL-500 INTEL CPU 4110 8C 2.1 GHZ H,VXRAIL-500 INTEL CPU 4110 8C 2,8,0.789473684210526,30
PR4110SV8C21,VxRail-500 Intel CPU 4110 8C 2.1 GHz H,VXRAIL-500 INTEL CPU 4110 8C 2,16,0.578947368421053,14
NX-1365-G6-SW-CM,"NUTANIX HARDWARE PLATFORM * NX-1365-G6, 3 NODE NUT",Ntnx HW plat NX-1365-G6,34,0.32,11
43W9078,FLEX SYSTEM ENTERPRISE,43W9078 Flex System x480 X6 Compute Node,36,0.1,2
43W9078,FLEX SYSTEM ENTERPRISE,LENOVO DCG FLEX SYSTEM ENTERPRISE CHASSI,18,0.55,22
43W9078,FLEX SYSTEM ENTERPRISE,LENOVO EBG FLEX SYSTEM ENTERPRISE CHASSI,18,0.55,22
88Y6386,FLEX SYSTEM FC5022 16GB,*FOD* FLEX SYSTEM FC5022 16GB SAN SCALAB,17,0.575,23
88Y6386,FLEX SYSTEM FC5022 16GB,FLEX SYSTEM FC5022 16GB SAN,4,0.851851851851852,23
88Y6386,FLEX SYSTEM FC5022 16GB,LENOVO UPGRADE 2 - LICENCE ( FEATURE-ON-,34,0.15,2
Q9J67A,OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,27,0.228571428571429,5
E0ISZLL,IBM PUREDATA SYSTEM FOR ANALYTICS N2002-,IBM PureData System for Analytics N2002-,22,0.45,7
210-ANLT,ZR(Gii:103769223) XC740xdENT,"BASE,HCI,XC740XDENT,XEN",24,0.142857142857143,5
210-ANLT,ZR(Gii:103769223) XC740xdENT,BTO/Dell EMC XC740XD XC CORE,27,0.0357142857142857,6
210-ANLT,ZR(Gii:103769223) XC740xdENT,Dell EMC XC740xdENT XC CORE,25,0.107142857142857,11
210-ANLT,ZR(Gii:103769223) XC740xdENT,"Dell EMC XC740xdENT, XC CORE",26,0.0714285714285714,11
210-ANLT,ZR(Gii:103769223) XC740xdENT,"Dell EMC XC740xdENT, XC CORE [Dell EMC XC740xd - [EMEA_XC740xdENT]]",54,0.194029850746269,11
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,(GIIQuote:99911853) VRTX 10GB 24*1.2TB 3YRPro 4HRMissonC,42,0.25,7
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,(GIIQuote:100165272) VRTX 18*600GB 2.5 HDD Dual 3YRPRO4HR,45,0.210526315789474,7
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,(GIIQuote:100369182) VRTX,30,0.166666666666667,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,:AGRICA:DELL PE VRTX/12*600GB/4Y,30,0.166666666666667,5
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,:POSTE:DELL PowerEdge VRTX 4*400GB SSD,33,0.131578947368421,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,:POSTE:DELL PowerEdge VRTX 6*300GB,33,0.0833333333333334,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,:POSTE:DELL PowerEdge VRTX 6*300GB SAS,33,0.131578947368421,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,BTO/210-ABCU?17918854,34,0.0555555555555556,2
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,BTO/210-ABCU?18178197,34,0.0555555555555556,2
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,BTO/Dell 210-ABCU?18091253.4,35,0.0277777777777778,2
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,BTO/Dell 210-ABCU?22955015.3,35,0.0277777777777778,2
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,BTO/POWEREDGE VRTX TOWER CHASSIS,27,0.25,7
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,CS/PowerEdge VRTX chasis torre,30,0.166666666666667,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,CS/PowerEdge VRTX Tower Chassis,17,0.527777777777778,19
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,DELL POWEREDGE VRTX TOWER,29,0.194444444444444,7
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,Dell PowerEdge VRTX Tower Chassis,17,0.527777777777778,19
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,HC (Gii: 102635128) VRTX Tower Chassis,10,0.736842105263158,20
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,HC(GII:100913524)VRTX,26,0.277777777777778,4
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,JS( GII: 101814886.1) VRTX,27,0.25,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,LM (Gii: 102328561) VRTX Tower Chassis,11,0.710526315789474,20
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,LM(GIIQuote:101458822) VRTX,30,0.166666666666667,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,MS(GII:101453453/2) Vrtx,28,0.222222222222222,3
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,POSTE:DELL PE VRTX 2.5 HDD 11x300GB,31,0.138888888888889,6
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,POWEREDGE VRTX TOWER CHASSIS,27,0.25,7
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,PowerEdge VRTX Tower Chassis,17,0.527777777777778,19
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,PowerEdge VRTX Tower chassis,18,0.5,12
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,PowerEdge VRTX Tower Gehäuse,23,0.361111111111111,12
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,PowerEdge VRTX Towergehäuse,23,0.361111111111111,11
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,PP (Gii 103236216) VRTX Tower Chassis,9,0.756756756756757,20
210-ABCU,JH(Gii:103837095) VRTX Tower Chassis,VD (Gi: 102693065) VRTX,24,0.333333333333333,7
Q9J67A,HPE OmniStack 8-14c 1P Small SW/Promo,=>>>HPE OMNISTACK 8_14C 1P SMALL SW,23,0.378378378378378,5
210-ANLT,ZR(Gii:103769123) XC740xdENT,"BASE,HCI,XC740XDENT,XEN",24,0.142857142857143,5
210-ANLT,ZR(Gii:103769123) XC740xdENT,BTO/Dell EMC XC740XD XC CORE,27,0.0357142857142857,6
210-ANLT,ZR(Gii:103769123) XC740xdENT,Dell EMC XC740xdENT XC CORE,25,0.107142857142857,11
210-ANLT,ZR(Gii:103769123) XC740xdENT,"Dell EMC XC740xdENT, XC CORE",26,0.0714285714285714,11
210-ANLT,ZR(Gii:103769123) XC740xdENT,"Dell EMC XC740xdENT, XC CORE [Dell EMC XC740xd - [EMEA_XC740xdENT]]",54,0.194029850746269,11
Q9J68A,OMNISTACK 8-14C 2P SMALL,HPE OMNISTACK 8-14C 2P SMALL SW/PROMO,13,0.648648648648649,24
Q9J68A,OMNISTACK 8-14C 2P SMALL,HPE OmniStack 8-14c 2P Small SW/Promo,25,0.324324324324324,5
SSD1600GB25S570,VXRAIL-500CACHESSD S570 1600GB,VXRAIL-500 1600GB Drive Array,19,0.366666666666667,10
SSD1600GB25S570,VXRAIL-500CACHESSD S570 1600GB,VXRAIL-500CACHESSD S570 1600GB 10WPD2.5I,10,0.75,30
SSD1600GB25S570,VXRAIL-500CACHESSD S570 1600GB,VxRail-500CACHESSD S570 1600GB 10WPD2.5I,14,0.65,24
RISERR740S5701S2S,VXRAIL-500 RISER R740 S570 1B 2,VXRAIL-500 RISER R740 S570 1B 2B,1,0.96875,31
RISERR740S5701S2S,VXRAIL-500 RISER R740 S570 1B 2,VxRail-500 RISER R740 S570 1B 2B,5,0.84375,25
1SS570HSKDMFN,VXRAIL-500 1SS570 HSK DIMM CPU,VXRAIL-500 1SS570 HSK DIMM CPU BLK FAN,8,0.789473684210526,30
1SS570HSKDMFN,VXRAIL-500 1SS570 HSK DIMM CPU,VxRail-500 1SS570 HSK DIMM CPU BLK FAN,12,0.684210526315789,24
1SS570HSKDMFN,VXRAIL-500 1SS570 HSK DIMM CPU,VXRAIL 500 Flash Drive Array,19,0.366666666666667,6
NDCX710QP10GBSFPH,VXRAIL-500 NDC INTEL X710 QP 10,VXRAIL-500 NDC INTEL X710 QP 1,1,0.967741935483871,30
CAPHDD12TB10K25VX5,VXRAIL-500 HDD SAS 1.2TB 10K RP,1.2TB SAS 10000RPM HD Int,27,0.129032258064516,6
CAPHDD12TB10K25VX5,VXRAIL-500 HDD SAS 1.2TB 10K RP,VXRAIL-500 HDD SAS 1.2TB 10K R,1,0.967741935483871,30
CAPHDD12TB10K25VX5,VXRAIL-500 HDD SAS 1.2TB 10K RP,VXRAIL-500 HDD SAS 1.2TB 10K RPM 2.5INCH,9,0.775,31
CAPHDD12TB10K25VX5,VXRAIL-500 HDD SAS 1.2TB 10K RP,VxRail-500 HDD SAS 1.2TB 10K RPM 2.5INCH,13,0.675,25
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:99102910) VRTX Rack Chassis 18*600GB 3YRPRO4HR,47,0.160714285714286,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:99524385) VRTX 25*1.2TB 1.4TB 5YRPRO4HR,40,0.183673469387755,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:99524385) VRTX 25*1.2TB 5YRPRO4HR,35,0.186046511627907,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:99640691) VRTX 10Gb H710P 12*900GB 3YRPRO4HR,45,0.166666666666667,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:100217158) VRTX,29,0.0645161290322581,5
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:100328136) VRTX,29,0.0645161290322581,5
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:100360931) VRTX Chassis,32,0.0303030303030303,7
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:100425878.10) VRTX,29,0.0645161290322581,5
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,(GIIQuote:100428456/5) VRTX,29,0.0645161290322581,5
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:B&H-Poste:2000160962 dell pe vrtx chass,36,0.1,1
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:B&H-Poste:2000161869 DELL PE VRTX CHASS,31,0.225,11
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:CR21:DELL PWRDG VRTX I350 5Y,23,0.258064516129032,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:CRHN:DELL POWEREDGE VRTX CHASSIS RACK,19,0.5,14
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,":DIRISI:DELL VRTX 25*1,2To BROADCOM 5719",31,0.225,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:MINDEF:DELL PWRDG VRTX I350 5Y,25,0.193548387096774,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:POSTE:DELL PE VRTX Chassis Rack 11x300G,27,0.325,7
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 6x600GB,29,0.292682926829268,7
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,":UNIHA:DELL PE VRTX ChÃ¢ssis Rack 10x1,2T",29,0.292682926829268,7
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?17911342.9,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?17955501,26,0.161290322580645,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?17963434,26,0.161290322580645,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18404389.2,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18416509,26,0.161290322580645,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18421834,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?18588135,26,0.161290322580645,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22793384.3,26,0.161290322580645,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22831976.2,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?22982117,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23038285,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23045949.2,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23054288,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/210-ABCT?23186489.2,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/BUNDEL POWEREDGE VRTX RACK,24,0.225806451612903,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/Dell 210-ABCT?18183625,25,0.193548387096774,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,BTO/Dell 210-ABCT?18243222.2,24,0.225806451612903,3
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX,27,0.129032258064516,5
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX chasis,28,0.0967741935483871,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX chasis para rack,31,0.205128205128205,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX rack,28,0.0967741935483871,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/Dell PowerEdge VRTX Rack Chassis,28,0.2,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX chasis para rack,28,0.176470588235294,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,cs/PowerEdge VRTX chasis para rack,28,0.176470588235294,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack,25,0.193548387096774,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack Chassis,25,0.193548387096774,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,cs/Poweredge VRTX rack chassis,25,0.193548387096774,6
210-ABCT,BTO DELL EMC VRTX CHASSIS 2CTRL,CS/PowerEdge VRTX Rack Chassis[Dell Powe,33,0.175,6
