id;string1;string2;distance;similarity;substring
Q9J75A;OMNISTACK 16-22C;OmniStack 16-22c 1P Small SW/Promo;18;47%;" 16-22"
Q8D87A;SIMPLIVITY 384G;=>>>HPE SIMPLIVITY 384G 12DIMM FIO;19;44%;SIMPLIVITY 384G
Q8D87A;SIMPLIVITY 384G;HPE SIMPLIVITY 384G 12 DIMM;12;56%;SIMPLIVITY 384G
Q8C90A;HPE HPE NS CS700 Hybrid Fld;HPE NS CS700 HYBRID FLD UPGR;9;68%;HPE NS CS700 H
PR4110SV8C21;VxRail-500 Intel CPU 4110 8C 2.1 GHz H;VXRAIL-500 INTEL CPU 4110 8C 2;8;79%;" CPU 4110 8C 2"
PR4110SV8C21-2;VxRail-500 Intel CPU 4110 8C 2.1GHz2ndH;VXRAIL-500 INTEL CPU 4110 8C 2;9;77%;" CPU 4110 8C 2"
804943R-B21;=>>>HPE SY 12000 FRAME 4X REMAN LIF;HPE SY 12000 FRAME 4X REMAN;8;77%;HPE SY 12000 FRAME 4X REMAN
798096R-B21;=>>>HPE SYNERGY 12000F 6X 2650W AC;HPE SYNERGY 12000F 6X 2650W AC;4;88%;HPE SYNERGY 12000F 6X 2650W AC
798096R-B21;=>>>HPE SYNERGY 12000F 6X 2650W AC;HPE Synergy 12000F 6x 2650W AC Reman (P);14;65%;" 12000F 6"
798096R-B21;=>>>HPE SYNERGY 12000F 6X 2650W AC;HPE SYNERGY 12000F 6X 2650W AC REMAN PS;13;67%;HPE SYNERGY 12000F 6X 2650W AC
798096R-B21;=>>>HPE SYNERGY 12000F 6X 2650W AC;HPE Synergy 12000F 6x 2650W AC Reman PS;13;67%;" 12000F 6"
798096R-B21;=>>>HPE SYNERGY 12000F 6X 2650W AC;SYNERGY 12000F 6X 2650W AC PS;11;68%;SYNERGY 12000F 6X 2650W AC
867158-B21;HPE Apollo r2600 Gen10 24 SFF Premium Configure-to;HPE Apollo r2600 Gen10 24 SFF Premium Co;10;80%;HPE Apollo r2600 Gen10 24 SFF Premium Co
867158-B21;HPE Apollo r2600 Gen10 24 SFF Premium Configure-to;HPE Apollo r2600 Gen10 24 SFF Premium Configure-to-order Chassis;14;78%;HPE Apollo r2600 Gen10 24 SFF Premium Configure-to
798095-B21#0D1;HPE SYNERGY 12000F 2650W AC TI PS FA;HPE SYNERGY 12000F 2650W AC TI PS HP SYN;6;85%;"HPE SYNERGY 12000F 2650W AC TI PS "
798095-B21#0D1;HPE SYNERGY 12000F 2650W AC TI PS FA;SYNERGY 12000F 2650W AC TI PS;7;81%;SYNERGY 12000F 2650W AC TI PS
D:PF-VSAN-SOL-ID;Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID;FUJITSU VMW VSAN 6.2 ADV for 1 CPU;27;33%;" VSAN "
D:PF-VSAN-SOL-ID;Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID;PRIMEFLEX FOR VMWARE;20;50%;PRIMEFLEX FOR VMWARE
D:PF-VSAN-SOL-ID;Fujitsu PRIMEFLEX FOR VMWARE VSAN SOL ID;PRIMEFLEX FOR VMWARE VSAN SOL ID - D:PF-VSAN-SOL-ID;27;47%;PRIMEFLEX FOR VMWARE VSAN SOL ID
PR6142GD16C26AF;VXRAIL-500 INTEL CPU 6142 16C 2.6 GHZ AF;VXRAIL-500 INTEL CPU 6142 16C 2;9;78%;VXRAIL-500 INTEL CPU 6142 16C 2
PR6142GD16C26AF;VXRAIL-500 INTEL CPU 6142 16C 2.6 GHZ AF;VXRAIL 500 Flash Drive Array;26;35%;VXRAIL
PR6142GD16C26AF-2;VXRAIL-500INTELCPU 6142 16C 2.6 GHZ2NDAF;VXRAIL-500INTELCPU 6142 16C 2.6;9;78%;VXRAIL-500INTELCPU 6142 16C 2.6
PR6150GD18C27AF;VXRAIL-500 INTEL CPU 6150 18C 2.7 GHZ AF;VXRAIL 500 Xeon/Gold 6150/2.7GHz Flash Drive Array;31;38%;VXRAIL
Q9J70A;HPE OMNISTACK 8-14C 2P MEDIUM SW/PROMO;HPE OmniStack 8-14c 2P Medium SW/Promo;0;100%;HPE O
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
MOD;4/V700HT;462976-001;7;30%;00
C8R42A;Swi HP SN6500B C8R42A;HP SN6500B 96/96 POWERPACK+ FC SWITC;28;22%;"HP SN6500B "
C8R42A;Swi HP SN6500B C8R42A;SN6500B 96/96 PWRPACK+ FCITCH;25;14%;"SN6500B "
Q9J68A;HPE OmniStack 8-14c 2P Small SW/Promo(P);HPE OMNISTACK 8-14C 2P SMALL SW/PROMO;3;93%;HPE O
Q9J68A;HPE OmniStack 8-14c 2P Small SW/Promo(P);HPE OmniStack 8-14c 2P Small SW/Promo;3;93%;HPE OmniStack 8-14c 2P Small SW/Promo
Q8D03A;NS CS500/700 7.68TB CACHE FLD UPGR;HPE NS CS500/700 7.68TB Cache Fld;9;74%;NS CS500/700 7.68TB C
7119677;Oracle Database Appliance X7-2-HA storage enclosure base populated with five 3.2 TB SSDs and four 800 GB SSDs;BTO Exadata X7-2 NIC;97;11%;" X7-2"
867156-B21;=>>>HPE APOLLO R2200 12LFF GEN10 CT;APOLLO R2200 12LFF GEN10 CHAS;11;69%;APOLLO R2200 12LFF GEN10 C
867156-B21;=>>>HPE APOLLO R2200 12LFF GEN10 CT;HPE Apollo r2200 Gen10 12 LFF Configure-;20;50%;HPE A
874309-B21;=>>>HPE APOLLO 2000 GEN10 SERVER;APOLLO2000 GEN10 SVR NODE BLK;18;44%;2000 GEN10 S
874309-B21;=>>>HPE APOLLO 2000 GEN10 SERVER;HPE Apollo 2000 Gen10 Server Node Blank;15;62%;" 2000 G"
874309-B21;=>>>HPE APOLLO 2000 GEN10 SERVER;HPE HPE Apollo2000 Gen10 Svr Node Blank;16;59%;2000 G
AT138B;=>>>HPE RX2800 I6 ITANIUM 9750 4C P;RX2800 I6 ITANIUM 9750 4C PR-TC;12;66%;RX2800 I6 ITANIUM 9750 4C P
PR6134GD8C32AF;VXRAIL-500 INTEL CPU 6134 8C 3.2 GHZ AF;VXRAIL 500 Flash Drive Array;25;36%;VXRAIL
Q9J70A;=>>>HPE OMNISTACK 8_14C 2P MEDIU SW;HPE OmniStack 8-14c 2P Medium SW/Promo;12;68%;HPE O
Q9J70A;OMNISTACK 8-14C 2P MEDIUM-STOCK;HPE OmniStack 8-14c 2P Medium SW/Promo;11;71%;" 8-14"
PR6142GD16C26AF;VxRail-500 Intel CPU 6142 16C 2.6 GHz AF;VXRAIL-500 INTEL CPU 6142 16C 2;9;78%;" CPU 6142 16C 2"
PR6142GD16C26AF;VxRail-500 Intel CPU 6142 16C 2.6 GHz AF;VXRAIL 500 Flash Drive Array;26;35%;"500 "
PR6142GD16C26AF-2;VxRail-500IntelCPU 6142 16C 2.6 GHz2ndAF;VXRAIL-500INTELCPU 6142 16C 2.6;9;78%;CPU 6142 16C 2.6
Q9J67A;HPE OMNISTACK 8-14C 1P SMALL SW/PROMO;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE OMNISTACK 8
859364-B21;HPE APOLLO PLATFORM MANAGER;HPE Apollo Platform Manager;0;100%;HPE A
Q8A66A;HPE OmniStack 16-22c 2P Extra Small SW;HPE OMNISTACK 16-22C 2P EXTRA SMALL SW;0;100%;" 16-22"
867158R-B21#B19;HPE APOLLO R2600 24SF-PREM REMANUFACTURE;R/HPE Apollo r2600 24SF-Prem Remanufactu;4;90%;2600 24SF-P
Q9J75A;=>>>HPE OMNISTACK 16-22C 1PSMALL PR;OmniStack 16-22c 1P Small SW/Promo;15;57%;" 16-22"
Q9J68A;zHPE OmniStack 8-14c 2P Small SW/Promo;HPE OMNISTACK 8-14C 2P SMALL SW/PROMO;1;97%;HPE O
Q9J68A;zHPE OmniStack 8-14c 2P Small SW/Promo;HPE OmniStack 8-14c 2P Small SW/Promo;1;97%;HPE OmniStack 8-14c 2P Small SW/Promo
7119677;ORACLE DATABASE APPLIANCE X7-2-HA STORAG;BTO Exadata X7-2 NIC;30;25%;" X7-2"
798096R-B21;HPE SYNERGY 12000F 6X 2650W AC REMANUFAC;HPE SYNERGY 12000F 6X 2650W AC;10;75%;HPE SYNERGY 12000F 6X 2650W AC
798096R-B21;HPE SYNERGY 12000F 6X 2650W AC REMANUFAC;HPE Synergy 12000F 6x 2650W AC Reman (P);4;90%;" 2650W AC R"
798096R-B21;HPE SYNERGY 12000F 6X 2650W AC REMANUFAC;HPE SYNERGY 12000F 6X 2650W AC REMAN PS;4;90%;HPE SYNERGY 12000F 6X 2650W AC REMAN
798096R-B21;HPE SYNERGY 12000F 6X 2650W AC REMANUFAC;HPE Synergy 12000F 6x 2650W AC Reman PS;4;90%;" 2650W AC R"
798096R-B21;HPE SYNERGY 12000F 6X 2650W AC REMANUFAC;SYNERGY 12000F 6X 2650W AC PS;13;68%;"SYNERGY 12000F 6X 2650W AC "
B72650;Oracle Standard Software Installation & Configuration for Systems Service: Oracle ZFS Backup Appliance;ORACLE STANDART SW ISTALLATION AND CONFIGURATION;60;41%;" S"
PR5118GD12C23AF-2;VXRAIL-500INTELCPU 5118 12C 2.3 GHZ2NDAF;VXRAIL-500INTELCPU 5118 12C 2.3;9;78%;VXRAIL-500INTELCPU 5118 12C 2.3
Q9J67A;HPE OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE O
Q9J67A;HPE OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE O
Q9J68A;=>>>HPE OMNISTACK 8_14C 2P SMALL SW;HPE OMNISTACK 8-14C 2P SMALL SW/PROMO;11;70%;HPE OMNISTACK 8
Q9J68A;=>>>HPE OMNISTACK 8_14C 2P SMALL SW;HPE OmniStack 8-14c 2P Small SW/Promo;11;70%;HPE O
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE A4500 P0 1X8 1X16 P1 2X16 FIO IO MOD;30;25%;HPE A
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE A4500 P0 1x8 1x16 P1 2x16 FIO IO Mod;30;25%;HPE A
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE APOLLO 4500 GEN10 2X/2X FIO I/O;16;60%;" 4500 G"
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE APOLLO 4500 GEN10 2X/2X FIO I/O MOD;17;58%;" 4500 G"
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE Apollo 4500 Gen10 2x/2x FIO I/O Mod;17;58%;"HPE Apollo 4500 Gen10 "
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FIO I_O Modu;10;80%;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI
882020-B21;HPE Apollo 4500 Gen10 CPU0 x2_CPU1 x2 FI;zHPE Apollo 4500 Gen10 2x/2x FIO I/O Mod;18;55%;"HPE Apollo 4500 Gen10 "
J9582A;HP Networking 3800 Lüfter-Tray;Plateau thermoventilateur du d;26;13%;te
511778-001;HPE AC Netzteil 750W hot-plug;ALIMENTATION SERVEUR 750WATT HOT PLUG POUR PROLIANT;34;33%;" 750W"
511778-001;HPE AC Netzteil 750W hot-plug;HP 750Watt hotswap powersupply;24;20%;" 750W"
511778-001;HPE AC Netzteil 750W hot-plug;HPE - alimentation - brancheme;23;23%;"HPE "
P0K45CA;HP HPE S AS SDPL7505X/SANtoSDPL7600 Upg Svr SAP REG;ArcSight Security Data Platform L7505X Upgr;42;18%;L7505X
PR6138GD20C20AF;VxRail-500 Intel CPU 6138 20C 2.0 GHz AF;VXRAIL 500 Xeon/Gold 6138/2GHz Flash Drive Array;28;42%;" 6138"
Q9J67A;OMNISTACK 8-14C 1P SMALL SW/PRO;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;13;63%;14C 1P SMALL SW
868858-B21;HPE APOLLO SERVER TRAY IO MOD OPT KI;=>>>HPE APOLLO SERVER TRAY I_O MODU;12;67%;HPE APOLLO SERVER TRAY I
870868-B21;HPE APOLLO 6000 SERVER TRAY BLANK KI;HPE APOLLO 6000 SERVER TRAY BLANK K;1;97%;HPE APOLLO 6000 SERVER TRAY BLANK K
511778-001;HP HPE 750W ALIM HPE ML110 G9;ALIMENTATION SERVEUR 750WATT HOT PLUG POUR PROLIANT;40;22%;" 750W"
511778-001;HP HPE 750W ALIM HPE ML110 G9;HP 750Watt hotswap powersupply;25;17%;" 750W"
511778-001;HP HPE 750W ALIM HPE ML110 G9;HPE - alimentation - brancheme;25;17%;"HPE "
AT065A;HP SUPERDOME 2 TICAP ( 8S AND 16S SV;HPE Superdome 2 TiCAP 8s and 16s Svr;4;89%;" 2 T"
Q9J80A;HPE OMNISTACK 16-22C 2P LARGE SW/PROMO;OmniStack 16-22c 2P Large SW/Promo;4;89%;" 16-22"
Q9J72A;HPE OMNISTACK 8-14C 2P LARGE SW/PROMO;HPE OmniStack 8-14c 2P Large SW/Promo;0;100%;HPE O
Q9J72A;HPE OMNISTACK 8-14C 2P LARGE SW/PROMO;OmniStack 8-14c 2P Large SW/Promo;4;89%;" 8-14"
Q9J70A;HPE OMNISTACK 8-14C 2P MEDIUM SW/PROMO;HPE OmniStack 8-14c 2P Medium SW/Promo;0;100%;HPE O
Q9J67A;HPE OMNISTACK 8-14C 1P SMALL SW/PROMO;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE OMNISTACK 8
Q9J67A;OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;15;57%;" 1P S"
PR4110SV8C21;VxRail-500 Intel CPU 4110 8C 2.1 GHz H;VXRAIL-500 INTEL CPU 4110 8C 2;8;79%;" CPU 4110 8C 2"
PR4110SV8C21-2;VxRail-500 Intel CPU 4110 8C 2.1GHz2ndH;VXRAIL-500 INTEL CPU 4110 8C 2;9;77%;" CPU 4110 8C 2"
Q9J67A;OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;15;57%;" 1P S"
PR6134GD8C32AF;VxRail-500 Intel CPU 6134 8C 3.2 GHz AF;VXRAIL 500 Flash Drive Array;25;36%;"500 "
Q9J67A;HPE OmniStack 8-14c 1P Small SW_Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE O
PR6140GD18C23;VxRail-500 Intel CPU 6140 18C 2.3 GHz H;VXRAIL 500 Xeon18C/Gold 6140/2.3GHz Flash Drive Array;34;36%;" 6140"
PR4110SV8C21;VXRAIL-500 INTEL CPU 4110 8C 2.1 GHZ H;VXRAIL-500 INTEL CPU 4110 8C 2;8;79%;VXRAIL-500 INTEL CPU 4110 8C 2
PR4110SV8C21;VxRail-500 Intel CPU 4110 8C 2.1 GHz H;VXRAIL-500 INTEL CPU 4110 8C 2;8;79%;" CPU 4110 8C 2"
" 3 NODE NUT";NX-1365-G6-SW-CM;NUTANIX HARDWARE PLATFORM * NX-1365-G6, 3 NODE NUT;40;20%;NX-1365-G6
43W9078;FLEX SYSTEM ENTERPRISE;43W9078 Flex System x480 X6 Compute Node;26;35%;" S"
43W9078;FLEX SYSTEM ENTERPRISE;LENOVO DCG FLEX SYSTEM ENTERPRISE CHASSI;18;55%;FLEX SYSTEM ENTERPRISE
43W9078;FLEX SYSTEM ENTERPRISE;LENOVO EBG FLEX SYSTEM ENTERPRISE CHASSI;18;55%;FLEX SYSTEM ENTERPRISE
88Y6386;FLEX SYSTEM FC5022 16GB;*FOD* FLEX SYSTEM FC5022 16GB SAN SCALAB;17;58%;FLEX SYSTEM FC5022 16GB
88Y6386;FLEX SYSTEM FC5022 16GB;FLEX SYSTEM FC5022 16GB SAN;4;85%;FLEX SYSTEM FC5022 16GB
88Y6386;FLEX SYSTEM FC5022 16GB;LENOVO UPGRADE 2 - LICENCE ( FEATURE-ON-;34;15%;LE
Q9J67A;OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;15;57%;" 1P S"
E0ISZLL;IBM PUREDATA SYSTEM FOR ANALYTICS N2002-;IBM PureData System for Analytics N2002-;0;100%;" N2002-"
210-ANLT;ZR(Gii:103769223) XC740xdENT;BASE,HCI,XC740XDENT,XEN;22;21%;XC740
210-ANLT;ZR(Gii:103769223) XC740xdENT;BTO/Dell EMC XC740XD XC CORE;25;11%;" XC740"
210-ANLT;ZR(Gii:103769223) XC740xdENT;Dell EMC XC740xdENT XC CORE;25;11%;" XC740xdENT"
210-ANLT;ZR(Gii:103769223) XC740xdENT;Dell EMC XC740xdENT, XC CORE;26;7%;" XC740xdENT"
210-ANLT;ZR(Gii:103769223) XC740xdENT;Dell EMC XC740xdENT, XC CORE [Dell EMC XC740xd - [EMEA_XC740xdENT]];54;19%;" XC740xdENT"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;(GIIQuote:99911853) VRTX 10GB 24*1.2TB 3YRPro 4HRMissonC;39;30%;") VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;(GIIQuote:100165272) VRTX 18*600GB 2.5 HDD Dual 3YRPRO4HR;42;26%;") VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;(GIIQuote:100369182) VRTX;28;22%;) VRTX
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;:AGRICA:DELL PE VRTX/12*600GB/4Y;29;19%;" VRTX"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;:POSTE:DELL PowerEdge VRTX 4*400GB SSD;31;18%;" VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;:POSTE:DELL PowerEdge VRTX 6*300GB;33;8%;" VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;:POSTE:DELL PowerEdge VRTX 6*300GB SAS;31;18%;" VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;BTO/210-ABCU?17918854;34;6%;10
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;BTO/210-ABCU?18178197;34;6%;10
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;BTO/Dell 210-ABCU?18091253.4;35;3%;10
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;BTO/Dell 210-ABCU?22955015.3;35;3%;10
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;BTO/POWEREDGE VRTX TOWER CHASSIS;17;53%;" VRTX T"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;CS/PowerEdge VRTX chasis torre;30;17%;" VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;CS/PowerEdge VRTX Tower Chassis;17;53%;" VRTX Tower Chassis"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;DELL POWEREDGE VRTX TOWER;25;31%;" VRTX T"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;Dell PowerEdge VRTX Tower Chassis;17;53%;" VRTX Tower Chassis"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;HC (Gii: 102635128) VRTX Tower Chassis;10;74%;) VRTX Tower Chassis
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;HC(GII:100913524)VRTX;24;33%;VRTX
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;JS( GII: 101814886.1) VRTX;25;31%;) VRTX
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;LM (Gii: 102328561) VRTX Tower Chassis;11;71%;) VRTX Tower Chassis
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;LM(GIIQuote:101458822) VRTX;28;22%;) VRTX
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;MS(GII:101453453/2) Vrtx;24;33%;:10
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;POSTE:DELL PE VRTX 2.5 HDD 11x300GB;31;14%;" VRTX "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;POWEREDGE VRTX TOWER CHASSIS;17;53%;" VRTX T"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;PowerEdge VRTX Tower Chassis;17;53%;" VRTX Tower Chassis"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;PowerEdge VRTX Tower chassis;17;53%;" VRTX Tower "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;PowerEdge VRTX Tower Gehäuse;23;36%;" VRTX Tower "
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;PowerEdge VRTX Towergehäuse;23;36%;" VRTX Tower"
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;PP (Gii 103236216) VRTX Tower Chassis;9;76%;) VRTX Tower Chassis
210-ABCU;JH(Gii:103837095) VRTX Tower Chassis;VD (Gi: 102693065) VRTX;24;33%;5) VRTX
Q9J67A;HPE OmniStack 8-14c 1P Small SW/Promo;=>>>HPE OMNISTACK 8_14C 1P SMALL SW;11;70%;HPE O
210-ANLT;ZR(Gii:103769123) XC740xdENT;BASE,HCI,XC740XDENT,XEN;22;21%;XC740
210-ANLT;ZR(Gii:103769123) XC740xdENT;BTO/Dell EMC XC740XD XC CORE;25;11%;" XC740"
210-ANLT;ZR(Gii:103769123) XC740xdENT;Dell EMC XC740xdENT XC CORE;25;11%;" XC740xdENT"
210-ANLT;ZR(Gii:103769123) XC740xdENT;Dell EMC XC740xdENT, XC CORE;26;7%;" XC740xdENT"
210-ANLT;ZR(Gii:103769123) XC740xdENT;Dell EMC XC740xdENT, XC CORE [Dell EMC XC740xd - [EMEA_XC740xdENT]];54;19%;" XC740xdENT"
Q9J68A;OMNISTACK 8-14C 2P SMALL;HPE OMNISTACK 8-14C 2P SMALL SW/PROMO;13;65%;OMNISTACK 8-14C 2P SMALL
Q9J68A;OMNISTACK 8-14C 2P SMALL;HPE OmniStack 8-14c 2P Small SW/Promo;13;65%;" 8-14"
SSD1600GB25S570;VXRAIL-500CACHESSD S570 1600GB;VXRAIL-500 1600GB Drive Array;19;37%;VXRAIL-500
SSD1600GB25S570;VXRAIL-500CACHESSD S570 1600GB;VXRAIL-500CACHESSD S570 1600GB 10WPD2.5I;10;75%;VXRAIL-500CACHESSD S570 1600GB
SSD1600GB25S570;VXRAIL-500CACHESSD S570 1600GB;VxRail-500CACHESSD S570 1600GB 10WPD2.5I;10;75%;-500CACHESSD S570 1600GB
RISERR740S5701S2S;VXRAIL-500 RISER R740 S570 1B 2;VXRAIL-500 RISER R740 S570 1B 2B;1;97%;VXRAIL-500 RISER R740 S570 1B 2
RISERR740S5701S2S;VXRAIL-500 RISER R740 S570 1B 2;VxRail-500 RISER R740 S570 1B 2B;1;97%;-500 RISER R740 S570 1B 2
1SS570HSKDMFN;VXRAIL-500 1SS570 HSK DIMM CPU;VXRAIL-500 1SS570 HSK DIMM CPU BLK FAN;8;79%;VXRAIL-500 1SS570 HSK DIMM CPU
1SS570HSKDMFN;VXRAIL-500 1SS570 HSK DIMM CPU;VxRail-500 1SS570 HSK DIMM CPU BLK FAN;8;79%;-500 1SS570 HSK DIMM CPU
1SS570HSKDMFN;VXRAIL-500 1SS570 HSK DIMM CPU;VXRAIL 500 Flash Drive Array;18;40%;VXRAIL
NDCX710QP10GBSFPH;VXRAIL-500 NDC INTEL X710 QP 10;VXRAIL-500 NDC INTEL X710 QP 1;1;97%;VXRAIL-500 NDC INTEL X710 QP 1
CAPHDD12TB10K25VX5;VXRAIL-500 HDD SAS 1.2TB 10K RP;1.2TB SAS 10000RPM HD Int;27;13%;" SAS 1"
CAPHDD12TB10K25VX5;VXRAIL-500 HDD SAS 1.2TB 10K RP;VXRAIL-500 HDD SAS 1.2TB 10K R;1;97%;VXRAIL-500 HDD SAS 1.2TB 10K R
CAPHDD12TB10K25VX5;VXRAIL-500 HDD SAS 1.2TB 10K RP;VXRAIL-500 HDD SAS 1.2TB 10K RPM 2.5INCH;9;78%;VXRAIL-500 HDD SAS 1.2TB 10K RP
CAPHDD12TB10K25VX5;VXRAIL-500 HDD SAS 1.2TB 10K RP;VxRail-500 HDD SAS 1.2TB 10K RPM 2.5INCH;9;78%;-500 HDD SAS 1.2TB 10K RP
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:99102910) VRTX Rack Chassis 18*600GB 3YRPRO4HR;40;29%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:99524385) VRTX 25*1.2TB 1.4TB 5YRPRO4HR;39;20%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:99524385) VRTX 25*1.2TB 5YRPRO4HR;34;21%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:99640691) VRTX 10Gb H710P 12*900GB 3YRPRO4HR;44;19%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:100217158) VRTX;28;10%;" VRTX"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:100328136) VRTX;28;10%;" VRTX"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:100360931) VRTX Chassis;25;24%;" VRTX C"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:100425878.10) VRTX;28;10%;" VRTX"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;(GIIQuote:100428456/5) VRTX;28;10%;" VRTX"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:B&H-Poste:2000160962 dell pe vrtx chass;30;25%;B
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:B&H-Poste:2000161869 DELL PE VRTX CHASS;30;25%;" VRTX CHASS"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:CR21:DELL PWRDG VRTX I350 5Y;23;26%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:CRHN:DELL POWEREDGE VRTX CHASSIS RACK;19;50%;" VRTX CHASSIS "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:DIRISI:DELL VRTX 25*1,2To BROADCOM 5719;31;23%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:MINDEF:DELL PWRDG VRTX I350 5Y;25;19%;" VRTX "
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:POSTE:DELL PE VRTX Chassis Rack 11x300G;20;50%;" VRTX C"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 6x600GB;23;44%;" VRTX C"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 10x1,2T;23;44%;" VRTX C"
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;BTO/210-ABCT?17911342.9;25;19%;BTO
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;BTO/210-ABCT?17955501;26;16%;BTO
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;BTO/210-ABCT?17963434;26;16%;BTO
210-ABCT;BTO DELL EMC VRTX CHASSIS 2CTRL;BTO/210-ABCT?18404389.2;25;19%;BTO
